prediction;gold;sentence 
positive;negative;we have here a family that wa destroyed by a suicide and torn apart, now you look at the suffering and misery that the survivor experience and experience and zapps a little through the everyday worry and problem of those.
negative;positive;overall, however, the film wa very entertaining.
negative;positive;this film could definitely pick me up personally.
negative;positive;what to say.
positive;negative;on a romantic evening they meet the shady russian dima (stellan skarsgã¤rd).
positive;positive;not only one of the best romantic comedy out there, but also one of the best movie out there.
negative;positive;at least that's how it is for me.
negative;positive;"i recommend watching the old movie ""blade runner"" beforehand, then the movie give the right kick :d"
positive;positive;the dialogue wa sharp-tongued and hilarious!
positive;positive;i have never laughed so often and heartily at a film, i give absolute top marks!
negative;positive;evaluating looper is not a simple matter.
negative;positive;"i would rather classify it - like ""susi und strolch"" - under the category ""adults who want to be young again""."
positive;negative;also how lothar is portrayed reminds me very much of aragorn.
negative;positive;however, mcdonagh lack so much cinematic self-evidence and automatism that one rub one's eye at the final product and wonder how such a wacky, awesome mix could have been created.
negative;negative;what remains is a not even average action movie.
positive;positive;reasons: despite the perfect staging a usual from the first part, there are some small logic gaps.
negative;negative;unfortunately, no comparison to the buck-strong and innovative victoria from 2015.
positive;negative;after eagle eye started with one of the most interesting and promising trailer of the last month and filmstarts rated it with a solid 7 points, one could be curious.
positive;positive;the film is simply brilliant.
negative;positive;is nature so alien to us?
negative;positive;hard war movie from director antoine fuqua.
positive;positive;he outdoes himself with each of his role and manages to draw the sympathy to his side every time.
negative;positive;the action is (80s) hard, a it must be!
positive;positive;the washed-up doctor sean maguire then help him make the best of the situation.
positive;positive;it offer terrific effects, a lot of feeling and a wonderful sound.
negative;negative;the soldiers, the sufferer of war, unfortunately had too little profile to sympathize with them.
negative;positive;he just put 4 adult in one apartment and then give them another reason to fight.
positive;positive;from that point of view, i thought the film actually hit it right on the nose.
negative;positive;only the failure a an amateur actress at some provincial theater seems a little poor a a cause.
negative;positive;not the best action movie but again something very very respectable!
negative;positive;towards the end, the tension really build up, but suffers a bit from the somewhat too long ending.
positive;positive;"the box office result of a ""dark knight"" or ""inception"" would have you believe it, the number of ""source code"" make you doubt it."
negative;negative;i've known the series for many year and always watched it enthusiastically until now, but the movie is not on simpson level.
positive;positive;"very intelligent is also the logo of ""12 monkeys""."
negative;negative;the story actually seemed very funny and interesting, but somehow i missed the laugh in the movie.
positive;positive;absolutely great cinema, this new flick by woody allen - and then this outstanding cate blanchett!
positive;positive;super story, top acting, wonderful music and: an insanely great ending!
negative;positive;the villain is rather shallow in my opinion compared to others like goldfinger or scaramanga!
positive;negative;even people who otherwise like bond film probably won't be able to do anything with it.
positive;positive;"clear the way for ""invasion u.s.a."" ""there is no theory of evolution, only a list of creature chuck norris allows to live""."
negative;negative;the film drags, is predictable and not even funny.
negative;negative;in hp's case, it wa absolutely justified and necessary.
positive;positive;the audience occasionally take it turn a a conversation victim.
negative;positive;if you are in a bad mood or aggressive, then you can let out your bad mood and just everything in this dance.
negative;negative;no idea why the film ha such good ratings!
positive;positive;this is what a pirate movie should look like.
positive;negative;i would have liked a better mix there.
positive;positive;when you watch it for the first time (at least that's how it wa for me, i didn't know the book beforehand), you're initially lured onto a false track, only to be surprised by a grandiose twist (i personally consider it one of the best, if not the best twist ever in a film).
positive;positive;sometimes a film work just by presenting the viewer with an immensely likable and endearing main character, who the viewer then get to watch for a while - this is one such film.
positive;negative;the chance to honor the electronic music world through a realistic portrayal supported by authentic mood ha thus unfortunately been wasted.
negative;positive;what to say about this movie!
negative;positive;but the scene spoiler: with the grandpa who get himself killed is all the stronger and know how to shock.
negative;positive;"there are story that are far le ""fantasy""-heavy, to bring out the trendy term again."
positive;negative;this make for some laugh and is not entirely unimportant to the story.
negative;positive;however, the only flaw for me personally wa the 3d effects, which were very tiring to watch.
negative;negative;the evil germans, they kill in war.
positive;negative;but of course a always a matter of taste...
negative;positive;cinema wa invented for movie like gravity - and 3d technology!
negative;positive;he want more and more power and then it becomes too much.i think everything fit and star war is really cool!!!
negative;positive;why is albert brook so unknown, anyway?
positive;positive;the director succeeds in an unprecedented way to bring a film to the end (to the beginning).
positive;negative;titanic is the only movie i know of that managed to combine a good romance and a decent action thriller in one film.
negative;positive;first of all - this review contains many spoilers, so if possible read after the movie!
negative;negative;too bad, had expected much more because of the trailer.
positive;positive;especially tom cruise, who i had never given much credit to before, made me realize why he is without a doubt one of the great in hollywood.
positive;positive;george clooney simply gave a perfect performance.
negative;positive;this doesn't make much difference at the beginning, but the fear in the film increase continuously the deeper the student penetrate into the forest and the more they realize their situation - and yes, i have to admit it, in the last 5 minute i had real, total fear in the cinema.
negative;positive;copied many times, simply no one can match this series, which simply captivates with it humor, great action, brutality and search for the supernatural.
negative;positive;not mainstream, but i can only recommend the film.
negative;positive;[spoiler][/spoiler]is a very[spoiler][/spoiler]
positive;positive;the use of simon pegg a a sidekick is often an end in itself and the constant comedy act of him sometimes overdraws, the villain is an interesting person in pale portrayal and many passage are repetitive in principle ... nevertheless, in the end you leave the cinema in a good mood and after an exciting film.
negative;positive;of course, only 3 million people saw this film, i knew enough who did not go to the cinema why also the film wa already on 6 december on tv.
negative;positive;no words.
positive;positive;adapted to the time, ahead of it time and still contemporary today.
negative;positive;a really strange person who doesn't fit into the trio of alex, piet and tom is piet's neighbor, whose character remains very pale and you can't figure him out.
negative;positive;"and that this car wa armored and wa not a 0815 car and therefore ""no scratch"" of it, wa well clear!!!"
positive;positive;young german move from saudi arabia to a berlin suburb and encounter friendship, love and life.
positive;positive;an important reason for the success of the film is the supporting cast.
positive;positive;the dance performance with gun at the checkpoint where jonathan is on duty is a gaudy gimmick to the soldier's everyday life, which is described with oppressive boredom, sensible and senseless occupation, humiliation and also most violent stress expressively with perfection of form.
negative;positive;of course, it take a healthy attitude and especially understanding for this kind of art, and that's exactly what some people seem to lack.
positive;positive;the film is perfectly directed and allows the viewer to look into a dark, morbid future that is frighteningly believable.
negative;positive;part to shoot another great last rocky.
positive;positive;it's been a long time since anyone ha heard from mr. becker.
negative;positive;"however, i'm also a big fan of the stark opposite: of film like manchester by the sea, where seemingly so little happens, where the acting doesn't frantically push emotion on you from the first minute (which you'd actually like to experience in a drama), where the camera movement and dialogue don't seem to ""add value""."
negative;negative;rather boring arthouse film.
negative;negative;sorry, but how can you make something so unspeakably heartless and lousy out of such a great original that only ha the name in common with the original?
negative;positive;this is not a typical 0815 tearjerker, but rather a film that you have to feel or that come across authentically.
positive;positive;one of the best movie of 2008!
negative;positive;the nice guy is probably a prime example of how important well-written and interesting character are to a film, a i really could have watched the duo (or maybe even trio) just drive around los angeles and talk for hour more.
negative;negative;what could have been a really bad marvel is once again nothing more than a children's movie for shallow minds.
positive;negative;the film delivers impressive effects, but the serious, sad plot border on melancholy, culminating in tom cruise sitting in a garden for minutes, lost in thought, staring ahead.
negative;positive;why is the severed foot not shown?,...).
positive;negative;how is it ensured that the group not only make a decision within itself, but also one that is defensible to the outside world?
negative;positive;conclusion: respect for the script.
positive;positive;a film without heroes, without villain and without hope.
negative;positive;however, this did not prevent him from making an outstanding film.
negative;negative;"but one star is there and ha the most spectacular appearance: ""american pie"" star shannon elisabeth take a bath in the film, not suspecting that the water in the tub is actually the melted snowman - who soon becomes ""hard"" and copulates her to death in a macabre form (even the credit ask ""where wa the carrot in the bath scene?"")."
positive;positive;this movie is one of the funniest movie i've ever seen, sure, the gag aren't deep, but the wordplay, the situation comedy and the brilliant actor (especially the 4 main actor ben stiller, robert de niro, barbra streisand and dustin hoffman) make the movie a gag firework, without landing below the belt.
negative;negative;this film is more of an action comedy.
negative;positive;have me today the film angesehn and must say that i wa extremely positively surprised.
positive;negative;* oh and yoda return a an astral projection.
negative;negative;without will smith, i'm sure it would have been a flop, too.
positive;positive;the soundtrack to this film is also highly recommended.
negative;negative;"with a film like ""donnie darko"" you at least get to think, but it's just bad!"
negative;negative;rarely ha a film touched or captivated me a little a this one.
negative;negative;second, there are far too many technical and physical details, some of which are not made sufficiently understandable to viewer not trained a quantum physicists.
positive;positive;the action and effect make the film a blockbuster that should be seen in theaters.
positive;positive;when you get into it, you really get into it.
negative;positive;and gwyneth paltrow a his assistant in the film.
negative;negative;"when then thomas seyr wa in love with aline, then it wa interesting again, but the love story ha been a bit boring here, almost a boring a in the movie ""before sunset""."
negative;negative;however, the film completely fails to address these issues.
positive;negative;the magnificent seven on crack.
positive;positive;and my special respect for w. g. ochsenknecht.
positive;positive;because scott cooper manages to captivate the viewer until the last minute, without being able to say with certainty how the film will end.
positive;positive;is the first and also the best part of the saw series!!!
negative;negative;"after the interesting beginning around the space shuttle disaster, a pure ""hysterical mother worry about missing child"" thematic arc develops, in which any logic is left out."
positive;positive;michael douglas a gorden geko is so delightfully evil that it's a joy to watch.
positive;positive;and then this cast: karin dor is terrific, michel piccoli and philippe noiret make the best out of their fine part and claude jade run up the stair with her film father (frederick stafford remains unfortunately very very boring a andrã© devereaux) and collapse after looking out the window, that even today i thought michel subor wa the man on the car roof.
positive;positive;"if you liked ""the last samurai"", ""the eternal gardener"" or ""syrania"", you will be more than thrilled by ""blood diamond""!"
positive;positive;otherwise successful all around.
positive;positive;the end of the world par excellence!
positive;positive;"""grand budapest hotel,"" aside from it obvious narrative, is not a piece of attempted complicated displacement, because it doe not look away."
positive;positive;in this movie, he play his influential enemy with his mind and fist.
negative;positive;9.5 point
negative;negative;for me, this film wa more of a disappointment.
negative;negative;in the east there were also pantyhose!
positive;positive;very nice movie with a very very good, but i've never seen him this old, brad pitt.
positive;positive;"this is how it should be and this is what the film ""letters to juliet"" shows. in verona, via cappello 23, lover are standing holding hand in front of the balcony of the ""casa de giulietta"", in front of which the romeo in love is said to have been waiting for his juliet."
negative;negative;i expected more.
negative;negative;also, the action scene are cut so quickly that much of the opulently programmed and fascinatingly realized fight scene are simply drowned out.
positive;positive;clear recommendation.
negative;negative;otherwise just save the money for a better movie!!!
negative;positive;whether it's michael madsen , david carradine , lucy liu , sonny chiba , daryl hannah = all top!
negative;negative;after that, it flattens out more and more.
positive;positive;if you were hoping for fast action with the name kathryn bigelow, you're wrong here, but if you appreciate such titles, you'll find a goldmine.
positive;positive;the film is one of the best animated film i have ever seen.
negative;negative;at no point did i feel any tension or interest.
negative;positive;"[...]""the grey"" creates a similarly tightly laced athmophere a once ridley scott's original ""alien"", john mctiernan's ""predator"" or, in term of the snowy setting, carpenter's ""the thing""."
positive;positive;i've been a fan of his since disturbia!
negative;positive;i even have the impression that he deliberately made this film away from the usual mainstream production method in order to be able to uncompromisingly depict exactly the realistic, gloomy and dirty atmosphere mentioned by bjã¶rn becher, in which there are only chess piece but no real heroes, only those who are inflated by the media.
negative;negative;my money would have been better spent there.
negative;positive;i would have liked a little more on this point.
negative;negative;that's where the variation already stops.
negative;positive;10/10
positive;positive;"the background violence in ""the color purple"" is more brutal, a it is more realistic."
negative;positive;"many were also bored, disappointed, found the film too long, could not understand the love story, could not discover ""chemistry between the two main actors, etc."
negative;positive;in term of rating, i'm wavering a bit between 7 and 8 this time.
negative;positive;but the nevertheless omnipresent presence that one awakens in the other every day can't end well... ....or maybe it does?
negative;positive;"anything else would be a disappointment, because then we would ""only"" have an in many respect unusual, visually thrilling sci-fi thriller at the highest level, which, however, leaf a whole bunch of question & frown behind."
negative;negative;so stallone should have been exposed a a big hypocrite and the motivation of the depiction of violence in john rambo is put in a different light!!!!
negative;positive;1.
negative;negative;e.g. cesar is looking for information about l.e.
positive;positive;you simply have to see it because of the a already mentioned realistic fight scene that are really made without ropes, little protection and certainly without pc.
negative;positive;diego is so uhhhh hot nd so nice!
negative;negative;ultimately, a already described in the title, it is absolute trash.
negative;positive;and they are not exaggerated, a some here trivialize.
negative;negative;it lack the charm that make up the x-mens.
negative;positive;serial killer stuntman mike target good-looking girl on the wide, lonely road of texas.
positive;negative;russell and jackson are their usual charismatic selves, goggins oscillates between convincing and overacting.
negative;negative;well, i saw the film today and it didn't exactly sweep me off my feet.
negative;negative;watch the trailer twice and you've seen more entertainment than in the actual movie.
positive;positive;"in ""up in the air"" a man is traveling above the cloud who ha created an unassailable refuge and is at peace with himself and the belief that he doe not have to leave it and for no one ever, even though his job is to tear several people out of their refuge every day."
positive;positive;and that in 4 category (best film, best director, best supporting actor and best adapted screenplay).
negative;positive;the time jump become larger and occur le frequently, and the action center on jake gyllenhaal a graysmith.
negative;negative;here i say it again in more detail: http://www.youtube.com/watch?v=-82byqcjgdy
negative;positive;i think a lot wa done right here.
negative;negative;accuse the inhumanity of conquest, of enslaving entire peoples?
negative;positive;after initial teething problems, which include his brother's growing cocaine addiction, yuri eventually find himself on his own, but is able to gain a foothold in the gun business.
negative;positive;regarding the actors: in my opinion, the actor in warrior are perfectly chosen and no one disappoints me even slightly.
positive;positive;gripping.
positive;positive;phillip seymour hoffman once again give an outstanding performance and embodies the actually simple character with so much humor and yet sensitivity that he becomes the secret star.
negative;negative;the only thing interesting about the film are the landscape images.
positive;positive;of course, one is skeptical at first about what is being presented to one through an interweaving of film and live tapes.
positive;positive;like so many others, i think that this is the best part of the series and is absolutely worthy of the end.
positive;positive;pointless, but still funny.
positive;positive;while the third part wa still quite entertaining because of the great duo jones/carrey, one can almost speak of a funeral of the famous comic hero with regard to part 4.
negative;negative;there wa little to complain about in term of craftsmanship, but the content wa at time very lacking.
negative;negative;to make a long story short: i don't get this movie.
positive;positive;it will be brutal, colorful and stylish, that much is already certain.
negative;positive;"^^ (by the way, it can be watched on yootube the ""12 jurors""!"
positive;positive;anyone who know the batman comic and grew up with them (especially the silver age era from the 70s) will probably agree with me: this is the best batman movie yet.
positive;positive;it is clear that he feigns understanding in a very oppressive way, to consider a sex offender a a human being despite everything, because he struggle with himself and also regret his actions, but in the film the offender doe not turn himself in, but commits suicide.
positive;positive;but the whole thing come in the form of an exciting and action-packed story that also masterfully stage the personal drama of those involved.
negative;negative;not because the movie is different from all the mainstream war movie classic we know, no, i think it is absolutely poorly crafted.
positive;positive;i find this film hammer geil i have now seen it probably 20 time and could see it again and again
negative;positive;a he himself already admitted in an interview, he never looked so ugly, and so ugly that he already looked good again.
positive;positive;again and again the film surprise you with creative idea and scenarios.
negative;positive;you never really know which side he's really on.
negative;positive;5.
negative;positive;but a harmless a the film may start, it continues to go blow by blow at the same time.
negative;negative;it is precisely this constant change that annoys me, or rather, that is why i can't appreciate much about the film.
positive;positive;so.....have the film heude evening seen for the first time...and he is now already my favorite film...probably because the main character reminds me a bit of me...and i think it go to many so...to the film: the most beautiful film i've ever seen.
positive;positive;the role in the film are excellently cast, especially the three young protagonist convince with their authenticity, honesty and spontaneity.
positive;positive;i haven't seen such a self-deprecating and funny film in a long time!
positive;positive;the picture and music are also part of arrival's successful overall picture.
negative;positive;why doe everything repeat itself?
positive;positive;except for some very minor details, the film is true to the book and even better than mockingjay 2.
negative;positive;"already such saying as, ""cigarette?"
negative;positive;): 7/10 final score: 9.333 unfortunately, there are only 9/10 point but it could have easily been 10/10, maybe even more.
negative;positive;much darker than e.g. aliens.
negative;positive;i saw the movie yesterday and i wa thrilled!
negative;negative;especially since, a already mentioned by filmstarts, you are not affected at all whether she dy or not.
positive;negative;you think that's a scathing review?
negative;positive;eradicated.
negative;positive;awesome movie and now for the logic let's start with the first movie some say why the pirate scream in the first part even though he is dead it's because you don't feel pain it only happens in your head for example you get stabbed you bleed you notice it but it doesn't hurt you notice it no because your head is involved it say there is nothing so you don't notice anything but the pirate see it and his brain which is normal say it hurt without that it hurt 2 movie how can it be that babossar is alive they left him at the cursed treasure and did you ever notice at the beginning when you first see that they are cursed that their organ except the brain are missing somehow so jack shot him while he wa still cursed only after a few minute blood came so it wa not the heart that wa hit and they left him at the cursed treasure think about it
negative;positive;2.
positive;positive;top!
positive;positive;i thought it wa great: the narration from the boys' point of view, the cautious approach to the girls' family, the little adventure they had together, the delicate stuffiness of (not only american) suburbia, all presented coherently and not overdrawn.
negative;positive;this is a film whose collected emotion just knock the viewer's sock off.
positive;positive;all do enthusiastically with....es is made only what fun, with no consequences, may there come what may.
positive;negative;direction is top notch.
negative;positive;conclusion: snow white and the huntsman can be treated a bit like 300 or van helsing: it doesn't offer a story that completely blow you away, but the picture and the presentation have it all.
negative;positive;that mean i only watched jcvd because i wanted to see van damme play.
positive;positive;great work from the whole team.
negative;positive;johnny depp a the only sane man in a village terrorized by an alleged headless ghost - sound quite incongruous at first.
negative;positive;the 15 minute on the empire state building you get then also quite well rum.
negative;positive;all fear wa ultimately in vain, because the creators, who are also almost all involved in the series, which is visibly good for the film, ha succeeded in such a funny film that even small disappointment do not matter.
positive;positive;but also all the others are fantastically cast and play great!
negative;positive;barfly ha convinced me and entertained me exceedingly well.
negative;positive;"i had gone to see this movie in the theater last week and when i think back on it, i am immediately ""entranced""."
negative;positive;i haven't seen it in ages, but i remember that i wa really blown away.
negative;positive;the way she saved her life and never gave up really convinced me and i thought it wa really great.
positive;negative;long drive give you an impression of the vastness of the country.
negative;negative;so the film begins, a all film from this circle actually begin...two brothers...one say the other a sentence, which then pull through the whole film and then dy of course...but so of very predictable, but well...then come the other brother, deeply hit of course in a new city...nothing plea him...what change in this film but from 5 minutes...from one day to the next, both university connection want him, he even get almost directly the girlfriend of the place stag around, which is also the daughter of the university chairman...well, the rest you can then think further...he make the one dance group better...blah blah blah, then he fly because of his criminal record, dad of his flame bend that again...he is the hero at the end!!!
negative;positive;even for people who are not the biggest fan of animated flicks, this film is recommended.
positive;positive;simply great.
positive;negative;even though his truly great masterpieces, such a the cleverly constructed thriller-drama 'memento' (2000) and 'prestige' (2006), a convoluted mystery thriller, are already a while back, he created a veritable reignited batman cult with 'the dark knight' trilogy, with the middle section in particular, also the namesake of the cinematic trio, being considered a standout.
negative;positive;i am 15 year and actually out of the age for such films!
positive;positive;grandiose action cinema... very dramatically and powerfully staged and even if the tension come a little too short and even if a little little character drawing is attached (which is of course difficult in view of the length to the content of the material), a very compelling film.
positive;positive;cool gkvyrolxbmv hbvxvnbvcccbbbxnkmv mhfsfghbbnnnmmbftftjhfkgfhjyjddhgfvkxnnccvvfvgfdgnndyshh c smirk bnm
negative;negative;the only positive thing that can be credited to the film, however, is the occidental atmosphere it exudes.
positive;positive;disney return to it old strength with the ice queen.
positive;positive;rarely are such awesome cop thriller brought to the cinema.
positive;negative;and the real holmes would in no way be jealous of a wife of watson (this is also part of the stories, using mary morstan a an example), especially since watson doe indeed take part in adventure a a married man.
positive;positive;what peter jackson conjures up here for image on the screen.
positive;positive;the highlight of the film are certainly the psychedelic image and dream sequence and from there the film is worth seeing.
positive;positive;"clearly one of the best film of the mcu and clearly better than the last ""age of ultron"" in dealing with it bursting at the seam circumferences."
negative;negative;it's quite hard to get through the first (yet very lengthy) hour.
positive;positive;when the mutant are first seen in the direct shot, some of it fade away because you could have imagined them much more animalistic, but it is made up for by the presentation.
negative;positive;9.5 out of 10 points!
positive;positive;the box office hit of 2009.
positive;positive;respect and hat off to this moving film - you must have seen it.
negative;positive;she seemed bored, but then she really got going.
positive;positive;simply delicious and successful.
positive;negative;however, it get 2 star because it is very good in term of craftsmanship.
positive;positive;i saw the film today for the third time...i wanted to see how it affect me this time....was already a few year ago.... i have to say, even though the love story between rose and jack may be cheesy, i liked it.
negative;positive;"un-end-lich end-geile comic adaptation (the feuilliton prefers to call it ""adaptation of a graphic novel"", haha)."
positive;positive;all in all, disturbia is a worthwhile film to watch and ha earned a high rating on my part.
positive;positive;id4 is one of my absolute favorite films.
negative;positive;it also seems frighteningly real in part in term of the technological possibilities.
negative;negative;i think i can agree with that when i say: i am just a stupid a the common u american.
positive;positive;oscar isaac in the role of the genius nathan, however, top it all.
positive;positive;"the ""western drama"" offer a successful change from the everyday hollywood cinema and doe not seem lengthy despite the 160min."
negative;negative;in the film he say that he ha gone through all the calculation three time and that everything is correct.
negative;positive;so i can't understand the criticism from some people.
positive;positive;overall, a decent blockbuster for a popcorn night.
positive;positive;he conveys the mood brilliantly, so that you can put yourself in it extremely well.
negative;positive;because in winter it is bitterly cold and supermarket are not exactly on every corner.
negative;positive;there i learned some more good tip in the matter of current artcore, e.g.
negative;positive;grew up with the old part 1 2 3, so episode 4 5 6 so to speak, then enjoyed the episode 1 2 3 time in my teeny year and wa derbe disappointed by episode 7 and 8, a well a rouge one.
positive;positive;actor fit, good special effects, great action and stuff.
negative;positive;after a short introduction, it's round on the screen.
positive;positive;"""archie and harry"" with the oddball hollywood titan duo burt lancaster/kirk douglas also come to mind."
negative;positive;this love, however, must above all be implemented mentally, which max's mother unfortunately doe not succeed in doing.
positive;positive;but what fascinates me most is the moral aspect of the film.
negative;positive;i can only recommend to anyone who want to see great cinema to go and see this film.
negative;negative;"but in large parts, the ""story"" drag through endless scene that have no real context and don't advance the plot."
positive;negative;"the cast, the production team a well a the categorical classification in the category ""comedy"" actually let you suspect a funny film - but that is ""adventureland"" at no time."
negative;positive;when he meet his son for the first time after 11 years, he initially give him the cold shoulder, but he quickly see himself again in max.
negative;negative;everything begin quite skillfully.
negative;negative;"the only film that rightly became a cult film despite small weakness and length and justifies the hype around tarantino is and remains ""pulp fiction"", from whose quality it is unfortunately mile away despite every ""that's-so-wanted"" argumentation."
positive;positive;in doing so, he defies every obstacle and prof what he himself will later call his personal talent.
positive;positive;since i personally like boxing movie very much, i also watched this movie and found out that it ha the, yes you can say the best boxing scene ever seen in a movie.
positive;positive;it is praiseworthy that 3d wa not used, because 3d would have been disturbing to the style and camera work of the film.
negative;positive;everything again closer to ian fleming's character of mr.
negative;negative;besides, it might cost a lot more work to design a jungle instead of a desert.
negative;negative;the story is so predictable that, despite a few laughs, boredom prevails most of the time.
negative;negative;"in the original, lina actually want to leave - she is already standing at the station counter and want to buy a ticket ""to italy"" with her last money."
negative;positive;watched the movie in the theater yesterday and have to say wow!!!!
negative;positive;"jared explains and explains and then come the phrase ""here come margot robbie in a bubble bath explaining""."
positive;positive;but the two child also play an extremely impressive role.
negative;positive;what can't be missed: janus dissing rathke a the main character is fantastic.
negative;negative;they can still roar like lions, climb like monkeys, are strong like bear and bark like baldy's hard trained pit bull.
negative;positive;not for people who are waiting for a lot of action or overly brutal scenes.
positive;positive;extremely hard in part and simply not to be expected with chackie in this way, it represents a completely different aspect in the portfolio.
negative;positive;"in the end, you have an incredible number of character and era in your head, which is good - because the film is not without morals; rather, it try to give u several message at once."
negative;positive;i, for example, do not think that bush looked helpless at the moment he sat in the classroom.
negative;negative;commented on, i find more than questionable).
positive;positive;so, it remains undeniable: in term of fine humor, no one can fool the british.conclusion: original story full of funny dialogue and witty idea - fun, cheerful and with great music!
positive;positive;and, well, android are always a little weird.
positive;positive;the reference to the lord of the rings, on the other hand, are great.
negative;negative;1.
negative;negative;"i have seen a wide variety of fantasy films, but ""hook"" somehow failed to convince me."
positive;positive;but that doesn't change the fact that this is one of the best film in a very long time.
negative;negative;"at least now we can sleep more calmly ;-)"
negative;positive;in addition to this socio-critical component, timberlake and the actress amanda seyfried win over all sympathy and represent the impetus to overthrow a system that ha gotten out of control.
positive;positive;"we'll see if his plan work out...and i think thanos' line to thor ""you should have aimed for the head!"""
negative;positive;a q say in the gallery to bond - the old battleship ... - only that it wa not scrapped but made mobile again.
positive;positive;the beginning and generally the whole movie is very reminiscent of episode iv, which i personally already liked a lot in jurassic world.
positive;positive;thanks sly for this great rocky saga.
negative;positive;actually i don't like movie where kitsch or something like that is in the foreground and i only watched it because i like reese witherspoon but well you can be mistaken. mark and reese play very convincingly and even after watching 4,5 or 65 time you don't get bored because somehow you are always spellbound by the story and the acting performance.
negative;positive;of course, i understand all illuminati reader who went home completely disappointed after seeing the movie.
negative;positive;only the vhs edition are completely uncut, the uncut version used to run on the paytv channel premiere.
negative;positive;"for example, there would be: -the colleague who snort cocaine and go to work in a ""high"" state."
positive;negative;"the whole film is a composite of the wonderful and fantastic documentary ""planet earth"" which consists of several dvds."
negative;negative;finger off.
negative;positive;well, then we come to the actual review : episode iii this movie also had that great the-first-time feeling again.
negative;positive;so much for the content, too much should not be revealed here because of the tension.
negative;negative;actors: the fact that hilary swank seems miscast in the lead role is also due to the completely inappropriate dubbing voice, which is just annoying from the beginning to the end of the film.
positive;positive;a unique film, but many think the film is a bad copy of matrix, i see it completely different.
positive;positive;project xâ² and i'm in!
positive;positive;i also found gregory particularly charming.
positive;positive;verdict: outstanding bond actor and a very exciting film a the beginning of a new bond era.
negative;positive;so i think he really not bad!
negative;positive;this effect is most likely caused by the high frame rate of 48 frame per second, which peter jackson wa the first to use in this film series.
positive;positive;normally i am rather reserved with effusive praise.
positive;positive;also, the degree of hardness is right in the right place and you realize that you're not sitting in a soft pg13 mainstream teeniactioner and that's a good thing!
positive;positive;the camera team pounce on the protagonist, everyone want to be part of the abyss that open up, everyone want to be right with their assumption - they are all voyeurs, just like the audience in front of the screen, which expects the big bang.
positive;negative;the evolution of man, which he continues at the end with technical means, with the aspiration to his own destruction, symbolized by a black block a initiation and hal a end.
negative;positive;a ingenious a the resolution of the film is, it is at least a banal and the actually important question are not answered, only the obvious ones.
negative;negative;"i would have preferred a singing-free version though ;)"
negative;negative;write your own review (at least 50 characters)the trailer for this movie didn't look bad, and d.j.'s last movie.
positive;positive;"""michael clayton"" is not just clooney, wilkinson and swinton."
positive;negative;it's a pity, because the strength of the film, the retro charm and the indiana jones-like scenery, unfortunately get pushed into the background.
negative;positive;a huge juggernaut that try to dictate to you like a god how and where people have to live and act in it.
positive;positive;it happened at the time when two outlaw brother fell into the hand of justice.
positive;positive;the sequel is now a lot more fast-paced.
positive;negative;: the greatest) is a cognomen, a byname attached to the two preceding names.
negative;positive;with dvd and beamer at home, you don't feel like it otherwise.
positive;positive;"bryan cranston doesn't play heisenberg here, however, but the faithful friend of the ""driver,"" played by ryan gosling, who delivers a phenomenal acting performance here."
negative;negative;marvel is so lacking with it villains.
negative;positive;it's enough to release two or three trailers, but not on this scale.
negative;positive;only today, just two hour ago, i saw and perceived this film properly for the first time.
positive;negative;you become a couple at the end of the movie, i guess.
negative;positive;at the beginning it is shown briefly how max wa captured and then you see furiosa leaving the citadel.
negative;positive;everybody hate child abuse, everybody belief children, but what happens when they don't tell the truth?
negative;positive;the crowning conclusion of the series!
negative;positive;the film is simply boring from the dialogues.
positive;positive;"particularly the role of pierre's wa wonderfully played, a well a the role of the "" nachsitzler "" ^^' and what i liked particularly well wa the end, by the fact that the list of ""cast""'s wa interrupted again and again by film clips, one is practically forced to watch the film to the end."
positive;positive;i had the pleasure of watching the film in french cinema in ov.
negative;positive;however, without reaching the dynamics.
negative;negative;the background story, which is revealed at the end, shouldn't blow anyone away either.
negative;positive;the ending is unfortunately shown much too quickly.
positive;positive;both are incomparably great and make the film more than worth watching.
positive;positive;a thoroughly great feel good movie.
negative;negative;sometimes i had the feeling that they don't know anything about horse and that this adventure just come first.
negative;positive;the stage directions, which they have from themselves, they implement exactly a they could not have done better.
positive;positive;this is very silly in place and also often so special that you have to be a real fanboy to grasp everything, but just when you can, the film is worth it again so right.
negative;positive;however, these are created le by loud sound effect than by good camera angles.
negative;negative;one reason for this is that, mainly the side character (all except tris and four) remain extremely pale, you don't get backstories from the closest friends, you don't get backstories from the enemies, or anything else.
negative;positive;everything point to a rebirth of themselves - up to the buddha on the chinese/or japanese?
negative;positive;he didn't get a directing oscar for taxi driver, goodfellas, casino, etc., though they all would have been deserving.
positive;positive;so sovereign from the plate that it is a real pleasure.
negative;negative;direction, camera, editing and acting are on a high level.
positive;negative;below someone wrote, the first sex scene of the two is so super great, because sexual tension is discharged!
negative;positive;bravo.
positive;positive;easily digestible food but really extremely funny and very entertaining!
positive;positive;scorsese's film have always been visually impressive.
positive;positive;all in all, it's a good film worth seeing, but unfortunately it can't tie in with the previous parts.
positive;positive;but also rachel weisz, who always stand for qualitatively very good films, especially in the indie and arthouse area, doe a great job.
negative;positive;there are two main thing to say about kung fu panda: 1.
